-3.71875; -20.1875
-3.84375; -20.46875
-3.84375; -20.84375
-4.15625; -21.03125
-4.5625; -21.53125
-4.65625; -22.03125
-4.90625; -22.84375
-5.5; -24.71875
-5.15625; -24.1875
-4.71875; -24.3125
-4.9375; -22.71875
-4.8125; -22.5625
-4.84375; -22.25
-4.28125; -21.5
-5.6875; -22.1875
-5.5625; -22.75
-4.71875; -22.9375
-5.375; -22.46875
-4.65625; -23.375
-5.21875; -23.5
-4.9375; -22.53125
-5.0625; -22.9375
-4.5; -23.53125
-5.65625; -22.75
-5.625; -23.03125
-4.78125; -23.71875
-5.96875; -24.53125
-5.40625; -25.125
-6.53125; -25.25
-5; -25.53125
-5.75; -24.34375
-6.4375; -25.625
-6.46875; -26.0625
-6.40625; -26.4375
-6.28125; -25.59375
-5.65625; -25.875
-6.21875; -27.3125
-6.09375; -26.25
-6.6875; -25.40625
-6.4375; -25.46875
-6.34375; -25.5
-6.34375; -24.90625
-5.9375; -25.15625
-6.6875; -24.8125
-7.03125; -24.59375
-6.46875; -24.875
-6.34375; -23.6875
-6.1875; -23.9375
-7.0625; -23.4375
-6.75; -23.65625
-6.78125; -24.5625
-6.75; -23.5
-6.875; -23.5
-7.84375; -24.28125
-7.8125; -26.59375
-8.125; -24.90625
-7.28125; -24.6875
-8.03125; -24.84375
-7.46875; -24.71875
-7.28125; -25.125
-7.8125; -24.78125
-7.0625; -24.65625
-7.59375; -24.375
-7.65625; -24.34375
-7.34375; -24.1875
-7.5625; -23.96875
-8.4375; -24.5625
-8.15625; -25.125
-6.96875; -24.8125
-6.875; -24.40625
-7.03125; -24.71875
-8.03125; -24.4375
-7.8125; -25.46875
-7.15625; -25.125
-7.8125; -24.96875
-8.15625; -24.21875
-8.4375; -24.96875
-7.84375; -24.90625
-8.21875;-24
-7.71875; -24.1875
-8.46875; -23.0625
-8.34375; -22.59375
-7.9375; -21.625
-8.75; -20.53125
-8.875; -19.28125
-10; -17.78125
-10.46875; -16.125
-11.3125; -14.1875
-13.0625; -12.96875
-14.46875; -10.59375
-16.4375; -8.09375
-18.03125; -5.78125
-20.90625; -4.5625
-22.4375; -2.3125
-26.09375; -0.75
-28.28125; -0.15625
-31.4375; 0.375
-34.21875; 0.78125
-38.15625; 0.46875
-42.28125; 0.46875
-45.75; 0.3125
-47.6875; -0.65625
-48.9375; -1.96875
-50.78125; -5.15625
-52.15625; -11.6875
-53.125; -18.6875
-53.40625; -27.5
-53.6875; -30.21875
-53.28125; -33.1875
-54.4375; -36.15625
-58.3125; -34.59375
-61.15625; -34.125
-64.5625; -34.15625
-64.34375; -35.59375
-68.0625; -34.71875
-71.5625; -31.5625
-72.8125; -28.6875
-72.1875; -23.15625
-68.0625; -19.78125
-62; -15.84375
-57.25;-12
-52.625; -8.96875
-47; -8.3125
-38.78125; -10.625
-30.1875; -15.40625
-24.625; -20.28125
-19.71875; -26.1875
-15.9375; -29.1875
-11.625; -31.9375
-6.09375; -34.5625
-1.875; -36.15625
0.40625; -36.71875
1.84375; -36.375
3.40625; -36.21875
4.21875; -36.21875
3.3125;-35
-0.4375;-33
-2.625; -29.75
-6.09375; -26.3125
-10.125; -17.3125
-14.625; -8.46875
-18.78125; -1.15625
-23.5625; 0.375
-27.78125; 5.28125
-32.75; 10.0625
-36.75; 10.84375
-40.78125; 14.21875
-45.15625; 17.8125
-48.59375; 20.84375
-52.34375; 21.75
-56.21875; 22.15625
-58.59375; 22.5
-59.5;20
-60.15625; 17.46875
-59.34375; 13.8125
-58.09375; 10.5
-55.5625; 9.375
-54.5625;5
-54.28125; 0.46875
-51.96875; -0.15625
-50.53125; 0.1875
-48.34375; 0.15625
-46.96875; -5.15625
-43.96875; -8.90625
-42; -8.78125
-40.4375; -7.625
-39.5; -5.65625
-39.21875; -0.875
-39.09375; -1.21875
-39.65625; -0.75
-40; 0.71875
-40.96875; 2.5625
-43.3125; 6.59375
-43.8125; 9.75
-45.71875; 10.3125
-46.25; 10.96875
-46.90625; 11.15625
-47.78125; 11.4375
-48.15625; 10.9375
-47.875; 10.84375
-48.34375; 9.78125
-47.65625; 6.0625
-47.4375; 2.21875
-47.6875; 0.5
-46.59375; -0.28125
-45.625;-2
-42.84375; -10.3125
-39.25; -17.375
-36.46875; -25.25
-31.65625; -28.3125
-26.9375;-30
-24.90625; -31.21875
-22.0625; -33.1875
-19.15625; -34.03125
-16.15625; -34.90625
-13.65625; -34.78125
-12.5625; -34.46875
-10.3125; -34.1875
-10.5; -33.1875
-8.84375; -32.71875
-8.53125; -31.5625
-7.46875; -31.53125
-7.375; -30.8125
-8.03125; -30.46875
-9.125; -30.375
-10.90625; -30.25
-11.6875; -29.71875
-12.1875; -29.8125
-13.375; -30.21875
-13.875; -30.15625
-15.46875; -30.15625
-16.625; -29.75
-18.71875; -30.875
-20.5625; -31.46875
-22.21875; -32.625
-23.375; -33.46875
-24.875; -35.25
-26.09375; -36.09375
-26.8125; -36.5625
-28.75; -36.8125
-29.53125; -37.96875
-32.375; -40.375
-33.40625; -43.46875
-34.6875;-46
-35.90625; -48.375
-36.5625; -52.65625
-38.40625; -55.53125
-37.96875; -57.25
-38.5625; -58.96875
-41.5625; -61.21875
-42.15625; -62.90625
-43.71875; -65.09375
-44.9375; -67.6875
-44.5; -69.15625
-43.46875; -69.65625
-42.03125; -69.5625
-42.3125; -69.59375
-40.3125; -69.21875
-38.3125; -67.9375
-38.5625; -66.34375
-35.625; -65.4375
-31.65625; -62.4375
-26.78125; -58.5625
-21.65625; -56.46875
-16.9375; -47.84375
-13.8125; -40.34375
-10.6875; -36.15625
-8.40625; -32.3125
-6.3125; -28.84375
-5.53125; -18.53125
-3.78125; -7.90625
-2.25; -1.40625
0.40625; 0.78125
-0.3125; 1.90625
0.03125; 5.875
-2.375; 7.875
-4.28125; 8.875
-9.5; 8.75
-14.125; 7.40625
-18.5625; 4.71875
-22.5625; 1.03125
-27.875; 0.1875
-33.8125; -2.125
-39.59375; -7.75
-43.1875; -18.28125
-49.375; -28.15625
-61.75; -36.4375
-55.8125; -36.375
-38.3125; -32.40625
-21; -18.5
-11.34375; -6.25
-9.71875; -6.125
-9.53125; -6.78125
-5.84375; -3.125
1.28125; -0.4375
5.90625; -0.15625
4.90625; -0.65625
3; -0.78125
-0.90625; 0.09375
-3.125; -0.25
-12.25; -1.0625
-18.25; -16.6875
-24.28125; -25.9375
-27.125; -17.875
-24.8125; -1.875
-20.90625; 3.90625
-16.09375; 11.3125
-14.40625; 20.65625
-15.84375; 26.59375
-21.6875; 26.1875
-16.28125; 24.46875
-22.5; 20.53125
-32.625; 12.46875
-41.03125; 3.5
-43.8125; -0.1875
-41.71875; -0.03125
-37.90625; 7.625
-38.5625; 13.34375
-43.46875; 15.625
-54.90625; 14.21875
-63.8125; 10.25
-62.9375; 8.90625
-57.96875; 6.65625
-51.90625; 1.78125
-49.46875; -0.03125
-48.8125; -0.71875
-45.09375; -1.09375
-38.90625; -0.09375
-34.59375; -1.59375
-32.25; 0.09375
-29.3125; -0.46875
-27.03125; -4.9375
-22.5; -7.5
-19.71875; -10.96875
-16.4375; -12.53125
-14.59375; -12.625
-12.4375; -14.8125
-10.59375; -16.71875
-9.40625; -18.09375
-7.34375; -18.15625
-6.6875; -18.875
-5.28125; -21.0625
-5.375; -23.28125
-4.375; -24.28125
-3.3125; -25.96875
-2.90625; -25.65625
-2.84375; -27.5625
-0.84375; -27.84375
0; -27.9375
-0.59375; -28.78125
-1.90625; -30.125
-2.8125;-31
-2.1875; -32.96875
-1.375; -33.9375
-2; -34.78125
-2.96875; -35.84375
-3.84375; -36.34375
-6.0625;-37
-8.3125; -36.84375
-11.3125; -36.9375
-14.09375; -36.9375
-16.15625; -36.28125
-20.15625; -35.75
-23.34375; -35.28125
-26.09375; -34.65625
-27.625; -32.65625
-31.09375; -30.65625
-34.71875; -29.46875
-36.59375; -28.21875
-38.34375; -26.90625
-40.78125; -22.875
-44.1875; -18.5
-45.34375;-15
-46.90625; -11.8125
-48.15625; -9.09375
-49.1875; -4.25
-49.40625; -2.09375
-50.65625; -1.625
-49.78125; -0.25
-49.53125; -0.8125
-49; -0.0625
-48.96875; 0.5625
-48.15625; 3.5
-49.03125; 7.5
-48; 10.625
-47.53125; 10.40625
-47.03125; 10.65625
-45.53125; 10.5
-43.5625; 11.25
-40.25; 11.8125
-36.53125;13
-32.75; 13.8125
-29.90625; 14.65625
-27.5; 15.125
-25.28125; 15.625
-22.125; 14.875
-19.28125; 16.34375
-17.6875; 17.125
-15.71875; 16.96875
-13.53125; 17.59375
-10.6875; 17.28125
-7.15625; 15.21875
-5.75; 14.375
-3.0625; 12.15625
0.75; 11.03125
4.15625; 10.53125
6.65625; 9.4375
8.4375; 7.8125
9.5625; 5.90625
11.4375; 3.03125
11.71875; 1.21875
12.21875; 0.5625
14.1875; -0.03125
15.25; -0.40625
16.4375; -0.4375
15.875; -4.5
15.5; -9.84375
15; -14.28125
14.40625; -18.96875
15.03125; -24.6875
14.46875; -28.09375
13.375; -28.53125
12.9375; -29.6875
12.09375; -30.4375
11.28125; -31.6875
10.28125; -32.28125
7.96875; -34.125
5.78125; -34.03125
2.71875; -34.9375
-2.09375; -35.40625
-8.53125; -34.8125
-12.03125; -33.9375
-16.25; -34.125
-20.125; -32.5
-23.09375; -31.625
-26.84375; -30.84375
-28.40625; -30.59375
-29.21875; -30.09375
-31.21875; -29.40625
-33.25; -28.59375
-34.75;-28
-37.4375; -28.75
-40.25; -27.375
-42.71875; -25.84375
-46.34375; -24.6875
-48.21875; -22.9375
-50; -20.6875
-51.53125; -19.34375
-54.0625; -18.09375
-54.1875; -16.78125
-54.8125; -15.8125
-55.1875; -15.28125
-55.53125; -14.84375
-56.21875; -13.6875
-56.71875; -12.9375
-58.625; -10.5
-58.4375; -9.5
-59.78125; -6.375
-61.15625; -4.59375
-62.59375; -2.125
-64.8125; -0.8125
-64.65625; 0.6875
-63.71875; 0.59375
-63.6875; 1.875
-61.0625; 4.90625
-59.6875; 6.625
-59.0625; 9.21875
-58.5625; 11.6875
-55.3125; 12.03125
-52.09375; 16.5
-48.28125; 22.3125
-42.78125; 27.71875
-37.4375; 30.875
-30.9375; 32.03125
-26.5625; 33.0625
-22.28125; 33.5625
-18.40625; 33.59375
-16.0625; 32.6875
-13.875; 31.1875
-11.5625; 30.90625
-9.625; 30.03125
-8.0625; 29.625
-8.21875; 29.53125
-8.46875;29
-8.21875; 28.125
-9.28125; 27.59375
-10.15625; 26.96875
-10.75; 26.21875
-12.875; 25.34375
-13.28125; 25.28125
-15.15625; 24.46875
-18.28125; 24.5
-22.84375; 23.375
-26.09375; 23.8125
-32.0625; 21.96875
-39.625; 18.65625
-46.03125; 14.15625
-49.03125; 11.375
-50.125; 9.3125
-50.46875; 7.90625
-51.15625; 6.46875
-51.6875; 3.53125
-51.34375; 0.03125
-49.1875; -0.25
-47.34375; -0.8125
-44.875;-1
-42.8125; -3.90625
-39.8125; -7.78125
-36.78125; -11.34375
-34.6875; -14.375
-32; -15.96875
-30.28125; -20.625
-28.6875; -24.46875
-29.3125; -27.6875
-31.8125; -28.15625
-34.8125; -30.59375
-35.53125; -34.125
-34; -35.125
-32.0625;-36
-26.25; -36.5
-22.34375; -36.21875
-17.625; -35.75
-12.9375; -34.9375
-9.75; -34.46875
-5.96875; -33.9375
-2.21875; -33.0625
1.71875; -32.71875
5.25; -32.125
8.71875; -30.4375
12.1875; -30.34375
15.8125; -29.75
17.84375; -28.6875
20.03125; -27.9375
21.25; -26.8125
23.25; -23.40625
24.03125; -19.9375
28.71875; -17.5
31.21875; -14.3125
32.875; -10.84375
36.3125; -5.96875
37.40625; -3.0625
37.09375; -0.375
34.5625; 0.1875
32.59375; 1.09375
29.875;2
27.53125; 3.34375
26.03125; 5.9375
22.09375; 9.15625
19.15625; 10.65625
16.53125; 13.28125
15.5; 16.40625
14.8125; 18.625
12.90625; 20.4375
10.4375; 24.0625
6.03125; 27.78125
3.09375; 27.375
-0.46875; 27.125
-2.03125; 26.34375
-4.375; 28.25
-8.625; 29.40625
-12.375; 29.96875
-13.875; 29.46875
-16; 29.28125
-17.375; 29.03125
-20.9375; 28.90625
-23.34375; 24.96875
-25.5; 21.46875
-25.59375; 18.46875
-24.875; 15.96875
-24.84375; 12.15625
-25.375; 10.375
-24.28125; 9.53125
-24.4375; 10.375
-23.03125; 8.1875
-20.53125; 6.09375
-19.375; 3.625
-18; 2.1875
-18.21875; 1.28125
-17.6875; 0.75
-16.71875; -0.09375
-15.0625; 0.15625
-13.96875; -0.40625
-13.40625; 0.8125
-11.6875; 0.5625
-9.78125; 0.59375
-7.15625; -0.25
-3.65625; 0.5
-1.4375; 0.15625
1.1875; 0.15625
3.21875;0
3.8125; -0.53125
4.78125; -0.375
6.15625; -0.21875
6.625; -0.3125
8.40625; -0.28125
10.0625; -0.1875
10.875; -0.71875
12.03125; -0.1875
13.34375; 0.53125
11.84375; 0.3125
11.78125;0
13.09375; -0.375
13.125; -0.125
13.875; -0.34375
14.46875; -0.5625
16.0625; -0.71875
17.625; -0.40625
17.75; -0.65625
18.875; -1.15625
18.28125; -1.21875
18.5; -0.71875
18.125; 0.4375
16.3125; 0.09375
14.8125; -0.3125
11.375; 0.46875
6.59375; -0.03125
3.90625; -0.25
2.25; -0.59375
-0.5; -0.28125
-4.96875; -0.53125
-8.15625; -0.8125
-12.46875; 0.21875
-13.28125; -0.65625
-17.09375; -0.75
-21.5625; -0.65625
-24.75; 0.34375
-27.59375; 0.90625
-32.46875; 0.25
-37.0625; 0.03125
-41.375; -0.3125
-48.9375; -0.4375
-56; -1.28125
-53.625; -0.71875
-49.84375; -0.625
-55.03125; -0.78125
-56.3125; 0.53125
-54.6875; -0.15625
-57; -1.9375
-58.71875; -4.8125
-60.59375; -8.1875
-62.53125; -13.28125
-59.71875; -16.25
-55.09375; -18.59375
-50.0625; -21.5625
-47.0625; -25.15625
-44.28125; -26.53125
-41.0625; -26.9375
-36.25; -27.3125
-32.4375; -27.21875
-28; -27.71875
-26.5625; -27.4375
-26.84375; -27.5
-23.5625; -27.0625
-22.8125; -25.40625
-23.3125; -24.21875
-22.9375; -21.59375
-23.90625; -18.21875
-25.59375; -15.1875
-27.5; -13.71875
-29.71875; -11.3125
-33.8125; -8.59375
-37.375; -5.6875
-40.0625; -2.96875
-43.3125;-2
-46.1875; -3.5625
-48.28125; -3.25
-50.78125; -3.28125
-52.84375; -4.71875
-55.34375; -6.40625
-58.96875; -17.25
-56.71875;-14
-50.6875; -8.625
-42.65625; -5.4375
-35.84375; -5.625
-32.75; -6.90625
-33.46875; -9.9375
-29.125; -9.09375
-25.875; -11.28125
-22.46875; -15.0625
-22.09375; -18.21875
-20.59375; -19.6875
-21.5; -19.8125
-24.21875; -20.125
-24.03125;-27
-21.5625; -30.6875
-18.15625; -35.125
-15.34375; -37.46875
-13.90625; -40.9375
-13.5; -42.375
-12.90625; -43.28125
-14.375; -42.75
-15.09375; -43.5625
-15.71875; -44.3125
-15.03125; -46.125
-13.75; -48.96875
-12.90625; -52.5
-10.84375; -56.53125
-9.75; -57.0625
-7.1875; -58.5
-4.8125; -59.6875
-3.625; -59.71875
-2.03125; -59.28125
-0.03125; -58.40625
2.75;-58
4; -57.09375
7.40625; -57.09375
9.0625; -58.6875
10.5625; -59.25
11.59375; -59.9375
13.15625; -61.3125
13.0625; -61.75
12.71875; -62.0625
11.6875; -61.34375
10.5625; -61.78125
10; -61.375
9.4375; -61.1875
9.46875; -60.375
9.90625; -60.1875
12.0625; -60.3125
13.375; -60.8125
12.9375; -61.59375
11.03125; -61.6875
10.15625; -60.875
7.28125; -59.78125
4.875; -57.6875
1.1875; -57.03125
-0.90625; -53.6875
-2.3125; -50.90625
-4.25; -46.875
-5.1875; -43.96875
-8.53125; -40.65625
-12.28125; -36.59375
-16.84375; -34.46875
-17.90625; -31.03125
-17.96875; -28.59375
-18.9375;-26
-20.90625;-19
-23.40625; -11.625
-27.53125; -4.40625
-32.875; 0.40625
-36.9375; 0.375
-38.4375; 0.375
-39.53125; 0.8125
-39.34375; 0.9375
-36.5; 3.46875
-36.59375; 6.5625
-37.0625; 9.5
-37.3125; 10.28125
-37.1875; 10.5
-36.8125; 10.4375
-35.5625; 10.59375
-34.90625; 12.40625
-32.90625; 14.875
-31.96875; 18.78125
